depth,Ex_real,Ex_imag,Ey_real,Ey_imag,Ez_real,Ez_imag,Resistivity
-1.000000e+00,-3.000026e-08,4.737263e+01,-4.605083e-08,5.234351e+01,-7.742864e-08,5.052080e+01,1.969000e+03
-9.500000e-01,-3.064733e-08,4.737263e+01,-4.705666e-08,5.234351e+01,-7.922491e-08,5.052080e+01,1.969000e+03
-9.000000e-01,-3.183460e-08,4.737263e+01,-4.889020e-08,5.234351e+01,-8.246657e-08,5.052080e+01,1.969000e+03
-8.500000e-01,-3.415331e-08,4.737263e+01,-5.244339e-08,5.234351e+01,-8.867393e-08,5.052080e+01,1.969000e+03
-8.000000e-01,-3.903498e-08,4.737263e+01,-5.985429e-08,5.234351e+01,-1.014359e-07,5.052080e+01,1.969000e+03
-7.500000e-01,-5.029430e-08,4.737263e+01,-7.675248e-08,5.234351e+01,-1.300298e-07,5.052080e+01,1.969000e+03
-7.000000e-01,-7.932311e-08,4.737263e+01,-1.197069e-07,5.234351e+01,-2.011489e-07,5.052080e+01,1.969000e+03
-6.500000e-01,-1.650088e-07,4.737263e+01,-2.442833e-07,5.234351e+01,-4.018143e-07,5.052080e+01,1.969000e+03
-6.000000e-01,-4.616446e-07,4.737263e+01,-6.662730e-07,5.234351e+01,-1.058016e-06,5.052080e+01,1.969000e+03
-5.500000e-01,-1.676669e-06,4.737263e+01,-2.350157e-06,5.234351e+01,-3.557829e-06,5.052080e+01,1.969000e+03
-5.000000e-01,-6.692378e-06,4.737263e+01,-8.951731e-06,5.234351e+01,-1.223047e-05,5.052080e+01,1.969000e+03
-4.500000e-01,-1.345755e-05,4.737263e+01,-1.748545e-05,5.234351e+01,-2.050421e-05,5.052080e+01,1.969000e+03
-4.000000e-01,-1.585325e-05,4.737263e+01,-2.196056e-05,5.234351e+01,-2.732217e-05,5.052080e+01,1.969000e+03
-3.500000e-01,-1.640832e-05,4.737263e+01,-2.307210e-05,5.234351e+01,-3.026550e-05,5.052080e+01,1.969000e+03
-3.000000e-01,-1.655672e-05,4.737263e+01,-2.336483e-05,5.234351e+01,-3.105308e-05,5.052080e+01,1.969000e+03
-2.500000e-01,-1.660357e-05,4.737263e+01,-2.345543e-05,5.234351e+01,-3.129050e-05,5.052080e+01,1.969000e+03
-2.000000e-01,-1.662065e-05,4.737263e+01,-2.348789e-05,5.234351e+01,-3.137303e-05,5.052080e+01,1.969000e+03
-1.500000e-01,-1.662765e-05,4.737263e+01,-2.350099e-05,5.234351e+01,-3.140548e-05,5.052080e+01,1.969000e+03
-1.000000e-01,-1.663074e-05,4.737263e+01,-2.350674e-05,5.234351e+01,-3.141947e-05,5.052080e+01,1.969000e+03
-5.000000e-02,-1.663212e-05,4.737263e+01,-2.350931e-05,5.234351e+01,-3.142575e-05,5.052080e+01,1.969000e+03
0.000000e+00,-1.663260e-05,4.737263e+01,-2.351027e-05,5.234351e+01,-3.142828e-05,5.052080e+01,1.969000e+03
5.000000e-02,-1.663243e-05,4.737263e+01,-2.351012e-05,5.234351e+01,-3.142844e-05,5.052080e+01,1.969000e+03
1.000000e-01,-1.663152e-05,4.737263e+01,-2.350879e-05,5.234351e+01,-3.142633e-05,5.052080e+01,1.969000e+03
1.500000e-01,-1.662937e-05,4.737263e+01,-2.350554e-05,5.234351e+01,-3.142081e-05,5.052080e+01,1.969000e+03
2.000000e-01,-1.662460e-05,4.737263e+01,-2.349832e-05,5.234351e+01,-3.140847e-05,5.052080e+01,1.969000e+03
2.500000e-01,-1.661341e-05,4.737263e+01,-2.348154e-05,5.234351e+01,-3.138015e-05,5.052080e+01,1.969000e+03
3.000000e-01,-1.658443e-05,4.737263e+01,-2.343867e-05,5.234351e+01,-3.130921e-05,5.052080e+01,1.969000e+03
3.500000e-01,-1.649877e-05,4.737263e+01,-2.331415e-05,5.234351e+01,-3.110866e-05,5.052080e+01,1.969000e+03
