depth,Ex_real,Ex_imag,Ey_real,Ey_imag,Ez_real,Ez_imag,Resistivity
-1.000000e+00,-3.473287e-08,4.737263e+01,-5.350579e-08,5.234351e+01,-9.102459e-08,5.052080e+01,3.530000e+02
-9.500000e-01,-3.834273e-08,4.737263e+01,-5.911708e-08,5.234351e+01,-1.010456e-07,5.052080e+01,3.530000e+02
-9.000000e-01,-4.496624e-08,4.737263e+01,-6.934604e-08,5.234351e+01,-1.191302e-07,5.052080e+01,3.530000e+02
-8.500000e-01,-5.790191e-08,4.737263e+01,-8.916863e-08,5.234351e+01,-1.537599e-07,5.052080e+01,3.530000e+02
-8.000000e-01,-8.513581e-08,4.737263e+01,-1.305126e-07,5.234351e+01,-2.249567e-07,5.052080e+01,3.530000e+02
-7.500000e-01,-1.479493e-07,4.737263e+01,-2.247843e-07,5.234351e+01,-3.844761e-07,5.052080e+01,3.530000e+02
-7.000000e-01,-3.098954e-07,4.737263e+01,-4.644188e-07,5.234351e+01,-7.812359e-07,5.052080e+01,3.530000e+02
-6.500000e-01,-7.879189e-07,4.737263e+01,-1.159406e-06,5.234351e+01,-1.900709e-06,5.052080e+01,3.530000e+02
-6.000000e-01,-2.442793e-06,4.737263e+01,-3.513604e-06,5.234351e+01,-5.561529e-06,5.052080e+01,3.530000e+02
-5.500000e-01,-9.221177e-06,4.737263e+01,-1.290767e-05,5.234351e+01,-1.950750e-05,5.052080e+01,3.530000e+02
-5.000000e-01,-3.720284e-05,4.737263e+01,-4.973656e-05,5.234351e+01,-6.789045e-05,5.052080e+01,3.530000e+02
-4.500000e-01,-7.494442e-05,4.737263e+01,-9.734451e-05,5.234351e+01,-1.140481e-04,5.052080e+01,3.530000e+02
-4.000000e-01,-8.830956e-05,4.737263e+01,-1.223103e-04,5.234351e+01,-1.520841e-04,5.052080e+01,3.530000e+02
-3.500000e-01,-9.140619e-05,4.737263e+01,-1.285113e-04,5.234351e+01,-1.685044e-04,5.052080e+01,3.530000e+02
-3.000000e-01,-9.223411e-05,4.737263e+01,-1.301444e-04,5.234351e+01,-1.728982e-04,5.052080e+01,3.530000e+02
-2.500000e-01,-9.249543e-05,4.737263e+01,-1.306498e-04,5.234351e+01,-1.742226e-04,5.052080e+01,3.530000e+02
-2.000000e-01,-9.259075e-05,4.737263e+01,-1.308309e-04,5.234351e+01,-1.746831e-04,5.052080e+01,3.530000e+02
-1.500000e-01,-9.262976e-05,4.737263e+01,-1.309040e-04,5.234351e+01,-1.748641e-04,5.052080e+01,3.530000e+02
-1.000000e-01,-9.264702e-05,4.737263e+01,-1.309361e-04,5.234351e+01,-1.749422e-04,5.052080e+01,3.530000e+02
-5.000000e-02,-9.265472e-05,4.737263e+01,-1.309505e-04,5.234351e+01,-1.749772e-04,5.052080e+01,3.530000e+02
0.000000e+00,-9.265739e-05,4.737263e+01,-1.309558e-04,5.234351e+01,-1.749913e-04,5.052080e+01,3.530000e+02
5.000000e-02,-9.265644e-05,4.737263e+01,-1.309550e-04,5.234351e+01,-1.749922e-04,5.052080e+01,3.530000e+02
1.000000e-01,-9.265138e-05,4.737263e+01,-1.309475e-04,5.234351e+01,-1.749805e-04,5.052080e+01,3.530000e+02
1.500000e-01,-9.263940e-05,4.737263e+01,-1.309294e-04,5.234351e+01,-1.749496e-04,5.052080e+01,3.530000e+02
2.000000e-01,-9.261277e-05,4.737263e+01,-1.308891e-04,5.234351e+01,-1.748808e-04,5.052080e+01,3.530000e+02
2.500000e-01,-9.255034e-05,4.737263e+01,-1.307956e-04,5.234351e+01,-1.747228e-04,5.052080e+01,3.530000e+02
3.000000e-01,-9.238865e-05,4.737263e+01,-1.305564e-04,5.234351e+01,-1.743271e-04,5.052080e+01,3.530000e+02
3.500000e-01,-9.191079e-05,4.737263e+01,-1.298617e-04,5.234351e+01,-1.732082e-04,5.052080e+01,3.530000e+02
4.000000e-01,-9.025603e-05,4.737263e+01,-1.275077e-04,5.234351e+01,-1.695478e-04,5.052080e+01,3.530000e+02
4.500000e-01,-8.347770e-05,4.737263e+01,-1.181137e-04,5.234351e+01,-1.556021e-04,5.052080e+01,3.530000e+02
5.000000e-01,-5.549606e-05,4.737263e+01,-8.128487e-05,5.234351e+01,-1.072193e-04,5.052080e+01,3.530000e+02
5.500000e-01,-1.775447e-05,4.737263e+01,-3.367691e-05,5.234351e+01,-6.106169e-05,5.052080e+01,3.530000e+02
6.000000e-01,-4.389295e-06,4.737263e+01,-8.711054e-06,5.234351e+01,-2.302553e-05,5.052080e+01,3.530000e+02
6.500000e-01,-1.292580e-06,4.737263e+01,-2.509881e-06,5.234351e+01,-6.605016e-06,5.052080e+01,3.530000e+02
7.000000e-01,-4.645252e-07,4.737263e+01,-8.766087e-07,5.234351e+01,-2.210862e-06,5.052080e+01,3.530000e+02
7.500000e-01,-2.029923e-07,4.737263e+01,-3.708351e-07,5.234351e+01,-8.857682e-07,5.052080e+01,3.530000e+02
8.000000e-01,-1.073547e-07,4.737263e+01,-1.892274e-07,5.234351e+01,-4.243784e-07,5.052080e+01,3.530000e+02
8.500000e-01,-6.784863e-08,4.737263e+01,-1.153661e-07,5.234351e+01,-2.419436e-07,5.052080e+01,3.530000e+02
9.000000e-01,-4.981438e-08,4.737263e+01,-8.208139e-08,5.234351e+01,-1.616890e-07,5.052080e+01,3.530000e+02
9.500000e-01,-4.087800e-08,4.737263e+01,-6.576309e-08,5.234351e+01,-1.231274e-07,5.052080e+01,3.530000e+02
1.000000e+00,-3.613886e-08,4.737263e+01,-5.718548e-08,5.234351e+01,-1.031947e-07,5.052080e+01,3.530000e+02
