depth,Ex_real,Ex_imag,Ey_real,Ey_imag,Ez_real,Ez_imag,Resistivity
-1.000000e+00,-3.097986e-08,4.737263e+01,-4.759393e-08,5.234351e+01,-8.024286e-08,5.052080e+01,1.011000e+03
-9.500000e-01,-3.224020e-08,4.737263e+01,-4.955303e-08,5.234351e+01,-8.374157e-08,5.052080e+01,1.011000e+03
-9.000000e-01,-3.455271e-08,4.737263e+01,-5.312434e-08,5.234351e+01,-9.005555e-08,5.052080e+01,1.011000e+03
-8.500000e-01,-3.906901e-08,4.737263e+01,-6.004512e-08,5.234351e+01,-1.021460e-07,5.052080e+01,1.011000e+03
-8.000000e-01,-4.857736e-08,4.737263e+01,-7.447979e-08,5.234351e+01,-1.270034e-07,5.052080e+01,1.011000e+03
-7.500000e-01,-7.050783e-08,4.737263e+01,-1.073935e-07,5.234351e+01,-1.826974e-07,5.052080e+01,1.011000e+03
-7.000000e-01,-1.270491e-07,4.737263e+01,-1.910586e-07,5.234351e+01,-3.212206e-07,5.052080e+01,1.011000e+03
-6.500000e-01,-2.939444e-07,4.737263e+01,-4.337038e-07,5.234351e+01,-7.120694e-07,5.052080e+01,1.011000e+03
-6.000000e-01,-8.717208e-07,4.737263e+01,-1.255640e-06,5.234351e+01,-1.990195e-06,5.052080e+01,1.011000e+03
-5.500000e-01,-3.238301e-06,4.737263e+01,-4.535447e-06,5.234351e+01,-6.859239e-06,5.052080e+01,1.011000e+03
-5.000000e-01,-1.300771e-05,4.737263e+01,-1.739375e-05,5.234351e+01,-2.375148e-05,5.052080e+01,1.011000e+03
-4.500000e-01,-2.618467e-05,4.737263e+01,-3.401541e-05,5.234351e+01,-3.986678e-05,5.052080e+01,1.011000e+03
-4.000000e-01,-3.085092e-05,4.737263e+01,-4.273188e-05,5.234351e+01,-5.314654e-05,5.052080e+01,1.011000e+03
-3.500000e-01,-3.193207e-05,4.737263e+01,-4.489689e-05,5.234351e+01,-5.887946e-05,5.052080e+01,1.011000e+03
-3.000000e-01,-3.222113e-05,4.737263e+01,-4.546705e-05,5.234351e+01,-6.041348e-05,5.052080e+01,1.011000e+03
-2.500000e-01,-3.231236e-05,4.737263e+01,-4.564351e-05,5.234351e+01,-6.087591e-05,5.052080e+01,1.011000e+03
-2.000000e-01,-3.234564e-05,4.737263e+01,-4.570674e-05,5.234351e+01,-6.103667e-05,5.052080e+01,1.011000e+03
-1.500000e-01,-3.235926e-05,4.737263e+01,-4.573226e-05,5.234351e+01,-6.109987e-05,5.052080e+01,1.011000e+03
-1.000000e-01,-3.236529e-05,4.737263e+01,-4.574346e-05,5.234351e+01,-6.112712e-05,5.052080e+01,1.011000e+03
-5.000000e-02,-3.236798e-05,4.737263e+01,-4.574847e-05,5.234351e+01,-6.113935e-05,5.052080e+01,1.011000e+03
0.000000e+00,-3.236891e-05,4.737263e+01,-4.575034e-05,5.234351e+01,-6.114427e-05,5.052080e+01,1.011000e+03
5.000000e-02,-3.236858e-05,4.737263e+01,-4.575005e-05,5.234351e+01,-6.114460e-05,5.052080e+01,1.011000e+03
1.000000e-01,-3.236681e-05,4.737263e+01,-4.574745e-05,5.234351e+01,-6.114049e-05,5.052080e+01,1.011000e+03
1.500000e-01,-3.236263e-05,4.737263e+01,-4.574112e-05,5.234351e+01,-6.112973e-05,5.052080e+01,1.011000e+03
2.000000e-01,-3.235333e-05,4.737263e+01,-4.572706e-05,5.234351e+01,-6.110570e-05,5.052080e+01,1.011000e+03
2.500000e-01,-3.233153e-05,4.737263e+01,-4.569439e-05,5.234351e+01,-6.105054e-05,5.052080e+01,1.011000e+03
3.000000e-01,-3.227508e-05,4.737263e+01,-4.561088e-05,5.234351e+01,-6.091236e-05,5.052080e+01,1.011000e+03
3.500000e-01,-3.210825e-05,4.737263e+01,-4.536834e-05,5.234351e+01,-6.052174e-05,5.052080e+01,1.011000e+03
4.000000e-01,-3.153051e-05,4.737263e+01,-4.454647e-05,5.234351e+01,-5.924376e-05,5.052080e+01,1.011000e+03
4.500000e-01,-2.916395e-05,4.737263e+01,-4.126670e-05,5.234351e+01,-5.437481e-05,5.052080e+01,1.011000e+03
5.000000e-01,-1.939454e-05,4.737263e+01,-2.840841e-05,5.234351e+01,-3.748261e-05,5.052080e+01,1.011000e+03
5.500000e-01,-6.217584e-06,4.737263e+01,-1.178675e-05,5.234351e+01,-2.136731e-05,5.052080e+01,1.011000e+03
6.000000e-01,-1.551315e-06,4.737263e+01,-3.070258e-06,5.234351e+01,-8.087511e-06,5.052080e+01,1.011000e+03
6.500000e-01,-4.701398e-07,4.737263e+01,-9.052037e-07,5.234351e+01,-2.354514e-06,5.052080e+01,1.011000e+03
7.000000e-01,-1.810360e-07,4.737263e+01,-3.349690e-07,5.234351e+01,-8.203551e-07,5.052080e+01,1.011000e+03
7.500000e-01,-8.972535e-08,4.737263e+01,-1.583851e-07,5.234351e+01,-3.577167e-07,5.052080e+01,1.011000e+03
8.000000e-01,-5.633477e-08,4.737263e+01,-9.497926e-08,5.234351e+01,-1.966287e-07,5.052080e+01,1.011000e+03
8.500000e-01,-4.254178e-08,4.737263e+01,-6.919161e-08,5.234351e+01,-1.329342e-07,5.052080e+01,1.011000e+03
9.000000e-01,-3.624536e-08,4.737263e+01,-5.757071e-08,5.234351e+01,-1.049144e-07,5.052080e+01,1.011000e+03
9.500000e-01,-3.312535e-08,4.737263e+01,-5.187340e-08,5.234351e+01,-9.145112e-08,5.052080e+01,1.011000e+03
1.000000e+00,-3.147074e-08,4.737263e+01,-4.887864e-08,5.234351e+01,-8.449189e-08,5.052080e+01,1.011000e+03
