depth,Ex_real,Ex_imag,Ey_real,Ey_imag,Ez_real,Ez_imag,Resistivity
-1.000000e+00,-3.720752e-08,4.737263e+01,-5.740394e-08,5.234351e+01,-9.813383e-08,5.052080e+01,2.470000e+02
-9.500000e-01,-4.236661e-08,4.737263e+01,-6.542340e-08,5.234351e+01,-1.124556e-07,5.052080e+01,2.470000e+02
-9.000000e-01,-5.183270e-08,4.737263e+01,-8.004227e-08,5.234351e+01,-1.383014e-07,5.052080e+01,2.470000e+02
-8.500000e-01,-7.031990e-08,4.737263e+01,-1.083720e-07,5.234351e+01,-1.877929e-07,5.052080e+01,2.470000e+02
-8.000000e-01,-1.092416e-07,4.737263e+01,-1.674593e-07,5.234351e+01,-2.895449e-07,5.052080e+01,2.470000e+02
-7.500000e-01,-1.990125e-07,4.737263e+01,-3.021891e-07,5.234351e+01,-5.175245e-07,5.052080e+01,2.470000e+02
-7.000000e-01,-4.304602e-07,4.737263e+01,-6.446665e-07,5.234351e+01,-1.084560e-06,5.052080e+01,2.470000e+02
-6.500000e-01,-1.113635e-06,4.737263e+01,-1.637918e-06,5.234351e+01,-2.684472e-06,5.052080e+01,2.470000e+02
-6.000000e-01,-3.478722e-06,4.737263e+01,-5.002456e-06,5.234351e+01,-7.916388e-06,5.052080e+01,2.470000e+02
-5.500000e-01,-1.316615e-05,4.737263e+01,-1.842812e-05,5.234351e+01,-2.784748e-05,5.052080e+01,2.470000e+02
-5.000000e-01,-5.315656e-05,4.737263e+01,-7.106268e-05,5.234351e+01,-9.699470e-05,5.052080e+01,2.470000e+02
-4.500000e-01,-1.070955e-04,4.737263e+01,-1.391023e-04,5.234351e+01,-1.629615e-04,5.052080e+01,2.470000e+02
-4.000000e-01,-1.261965e-04,4.737263e+01,-1.747825e-04,5.234351e+01,-2.173213e-04,5.052080e+01,2.470000e+02
-3.500000e-01,-1.306221e-04,4.737263e+01,-1.836448e-04,5.234351e+01,-2.407886e-04,5.052080e+01,2.470000e+02
-3.000000e-01,-1.318053e-04,4.737263e+01,-1.859788e-04,5.234351e+01,-2.470680e-04,5.052080e+01,2.470000e+02
-2.500000e-01,-1.321788e-04,4.737263e+01,-1.867011e-04,5.234351e+01,-2.489609e-04,5.052080e+01,2.470000e+02
-2.000000e-01,-1.323150e-04,4.737263e+01,-1.869599e-04,5.234351e+01,-2.496190e-04,5.052080e+01,2.470000e+02
-1.500000e-01,-1.323708e-04,4.737263e+01,-1.870644e-04,5.234351e+01,-2.498777e-04,5.052080e+01,2.470000e+02
-1.000000e-01,-1.323954e-04,4.737263e+01,-1.871102e-04,5.234351e+01,-2.499893e-04,5.052080e+01,2.470000e+02
-5.000000e-02,-1.324064e-04,4.737263e+01,-1.871308e-04,5.234351e+01,-2.500393e-04,5.052080e+01,2.470000e+02
0.000000e+00,-1.324103e-04,4.737263e+01,-1.871384e-04,5.234351e+01,-2.500595e-04,5.052080e+01,2.470000e+02
5.000000e-02,-1.324089e-04,4.737263e+01,-1.871372e-04,5.234351e+01,-2.500608e-04,5.052080e+01,2.470000e+02
1.000000e-01,-1.324017e-04,4.737263e+01,-1.871266e-04,5.234351e+01,-2.500440e-04,5.052080e+01,2.470000e+02
1.500000e-01,-1.323845e-04,4.737263e+01,-1.871007e-04,5.234351e+01,-2.499999e-04,5.052080e+01,2.470000e+02
2.000000e-01,-1.323465e-04,4.737263e+01,-1.870431e-04,5.234351e+01,-2.499016e-04,5.052080e+01,2.470000e+02
2.500000e-01,-1.322573e-04,4.737263e+01,-1.869094e-04,5.234351e+01,-2.496758e-04,5.052080e+01,2.470000e+02
3.000000e-01,-1.320262e-04,4.737263e+01,-1.865675e-04,5.234351e+01,-2.491102e-04,5.052080e+01,2.470000e+02
3.500000e-01,-1.313433e-04,4.737263e+01,-1.855747e-04,5.234351e+01,-2.475112e-04,5.052080e+01,2.470000e+02
4.000000e-01,-1.289783e-04,4.737263e+01,-1.822104e-04,5.234351e+01,-2.422799e-04,5.052080e+01,2.470000e+02
4.500000e-01,-1.192910e-04,4.737263e+01,-1.687849e-04,5.234351e+01,-2.223491e-04,5.052080e+01,2.470000e+02
5.000000e-01,-7.930060e-05,4.737263e+01,-1.161504e-04,5.234351e+01,-1.532021e-04,5.052080e+01,2.470000e+02
5.500000e-01,-2.536164e-05,4.737263e+01,-4.811080e-05,5.234351e+01,-8.723527e-05,5.052080e+01,2.470000e+02
6.000000e-01,-6.260595e-06,4.737263e+01,-1.243047e-05,5.234351e+01,-3.287533e-05,5.052080e+01,2.470000e+02
6.500000e-01,-1.834878e-06,4.737263e+01,-3.567970e-06,5.234351e+01,-9.407702e-06,5.052080e+01,2.470000e+02
7.000000e-01,-6.514517e-07,4.737263e+01,-1.233754e-06,5.234351e+01,-3.127732e-06,5.052080e+01,2.470000e+02
7.500000e-01,-2.776781e-07,4.737263e+01,-5.109198e-07,5.234351e+01,-1.233954e-06,5.052080e+01,2.470000e+02
8.000000e-01,-1.409961e-07,4.737263e+01,-2.513725e-07,5.234351e+01,-5.745513e-07,5.052080e+01,2.470000e+02
8.500000e-01,-8.453540e-08,4.737263e+01,-1.458125e-07,5.234351e+01,-3.138220e-07,5.052080e+01,2.470000e+02
9.000000e-01,-5.876148e-08,4.737263e+01,-9.824319e-08,5.234351e+01,-1.991250e-07,5.052080e+01,2.470000e+02
9.500000e-01,-4.598992e-08,4.737263e+01,-7.492164e-08,5.234351e+01,-1.440141e-07,5.052080e+01,2.470000e+02
1.000000e+00,-3.921691e-08,4.737263e+01,-6.266283e-08,5.234351e+01,-1.155269e-07,5.052080e+01,2.470000e+02
