depth,Ex_real,Ex_imag,Ey_real,Ey_imag,Ez_real,Ez_imag,Resistivity
-1.000000e+00,-3.106065e-08,4.737263e+01,-4.772118e-08,5.234351e+01,-8.047493e-08,5.052080e+01,9.720000e+02
-9.500000e-01,-3.237156e-08,4.737263e+01,-4.975890e-08,5.234351e+01,-8.411404e-08,5.052080e+01,9.720000e+02
-9.000000e-01,-3.477686e-08,4.737263e+01,-5.347351e-08,5.234351e+01,-9.068139e-08,5.052080e+01,9.720000e+02
-8.500000e-01,-3.947440e-08,4.737263e+01,-6.067201e-08,5.234351e+01,-1.032570e-07,5.052080e+01,9.720000e+02
-8.000000e-01,-4.936428e-08,4.737263e+01,-7.568591e-08,5.234351e+01,-1.291119e-07,5.052080e+01,9.720000e+02
-7.500000e-01,-7.217478e-08,4.737263e+01,-1.099203e-07,5.234351e+01,-1.870408e-07,5.052080e+01,9.720000e+02
-7.000000e-01,-1.309849e-07,4.737263e+01,-1.969427e-07,5.234351e+01,-3.311226e-07,5.052080e+01,9.720000e+02
-6.500000e-01,-3.045773e-07,4.737263e+01,-4.493246e-07,5.234351e+01,-7.376551e-07,5.052080e+01,9.720000e+02
-6.000000e-01,-9.055385e-07,4.737263e+01,-1.304243e-06,5.234351e+01,-2.067068e-06,5.052080e+01,9.720000e+02
-5.500000e-01,-3.367083e-06,4.737263e+01,-4.715661e-06,5.234351e+01,-7.131495e-06,5.052080e+01,9.720000e+02
-5.000000e-01,-1.352852e-05,4.737263e+01,-1.808994e-05,5.234351e+01,-2.470158e-05,5.052080e+01,9.720000e+02
-4.500000e-01,-2.723423e-05,4.737263e+01,-3.537858e-05,5.234351e+01,-4.146354e-05,5.052080e+01,9.720000e+02
-4.000000e-01,-3.208773e-05,4.737263e+01,-4.444482e-05,5.234351e+01,-5.527619e-05,5.052080e+01,9.720000e+02
-3.500000e-01,-3.321226e-05,4.737263e+01,-4.669670e-05,5.234351e+01,-6.123916e-05,5.052080e+01,9.720000e+02
-3.000000e-01,-3.351292e-05,4.737263e+01,-4.728974e-05,5.234351e+01,-6.283474e-05,5.052080e+01,9.720000e+02
-2.500000e-01,-3.360782e-05,4.737263e+01,-4.747329e-05,5.234351e+01,-6.331572e-05,5.052080e+01,9.720000e+02
-2.000000e-01,-3.364243e-05,4.737263e+01,-4.753906e-05,5.234351e+01,-6.348293e-05,5.052080e+01,9.720000e+02
-1.500000e-01,-3.365660e-05,4.737263e+01,-4.756560e-05,5.234351e+01,-6.354867e-05,5.052080e+01,9.720000e+02
-1.000000e-01,-3.366287e-05,4.737263e+01,-4.757724e-05,5.234351e+01,-6.357701e-05,5.052080e+01,9.720000e+02
-5.000000e-02,-3.366566e-05,4.737263e+01,-4.758246e-05,5.234351e+01,-6.358973e-05,5.052080e+01,9.720000e+02
0.000000e+00,-3.366663e-05,4.737263e+01,-4.758440e-05,5.234351e+01,-6.359485e-05,5.052080e+01,9.720000e+02
5.000000e-02,-3.366628e-05,4.737263e+01,-4.758410e-05,5.234351e+01,-6.359519e-05,5.052080e+01,9.720000e+02
1.000000e-01,-3.366445e-05,4.737263e+01,-4.758140e-05,5.234351e+01,-6.359092e-05,5.052080e+01,9.720000e+02
1.500000e-01,-3.366010e-05,4.737263e+01,-4.757482e-05,5.234351e+01,-6.357973e-05,5.052080e+01,9.720000e+02
2.000000e-01,-3.365043e-05,4.737263e+01,-4.756019e-05,5.234351e+01,-6.355473e-05,5.052080e+01,9.720000e+02
2.500000e-01,-3.362776e-05,4.737263e+01,-4.752621e-05,5.234351e+01,-6.349736e-05,5.052080e+01,9.720000e+02
3.000000e-01,-3.356904e-05,4.737263e+01,-4.743935e-05,5.234351e+01,-6.335364e-05,5.052080e+01,9.720000e+02
3.500000e-01,-3.339551e-05,4.737263e+01,-4.718707e-05,5.234351e+01,-6.294734e-05,5.052080e+01,9.720000e+02
4.000000e-01,-3.279458e-05,4.737263e+01,-4.633222e-05,5.234351e+01,-6.161808e-05,5.052080e+01,9.720000e+02
4.500000e-01,-3.033306e-05,4.737263e+01,-4.292084e-05,5.234351e+01,-5.655374e-05,5.052080e+01,9.720000e+02
5.000000e-01,-2.017163e-05,4.737263e+01,-2.954659e-05,5.234351e+01,-3.898370e-05,5.052080e+01,9.720000e+02
5.500000e-01,-6.465918e-06,4.737263e+01,-1.225794e-05,5.234351e+01,-2.222174e-05,5.052080e+01,9.720000e+02
6.000000e-01,-1.612404e-06,4.737263e+01,-3.191677e-06,5.234351e+01,-8.409055e-06,5.052080e+01,9.720000e+02
6.500000e-01,-4.878429e-07,4.737263e+01,-9.397447e-07,5.234351e+01,-2.446007e-06,5.052080e+01,9.720000e+02
7.000000e-01,-1.871381e-07,4.737263e+01,-3.466279e-07,5.234351e+01,-8.502861e-07,5.052080e+01,9.720000e+02
7.500000e-01,-9.216344e-08,4.737263e+01,-1.629581e-07,5.234351e+01,-3.690831e-07,5.052080e+01,9.720000e+02
8.000000e-01,-5.743299e-08,4.737263e+01,-9.700797e-08,5.234351e+01,-2.015311e-07,5.052080e+01,9.720000e+02
8.500000e-01,-4.308651e-08,4.737263e+01,-7.018553e-08,5.234351e+01,-1.352806e-07,5.052080e+01,9.720000e+02
9.000000e-01,-3.653744e-08,4.737263e+01,-5.809831e-08,5.234351e+01,-1.061365e-07,5.052080e+01,9.720000e+02
9.500000e-01,-3.329223e-08,4.737263e+01,-5.217238e-08,5.234351e+01,-9.213296e-08,5.052080e+01,9.720000e+02
1.000000e+00,-3.157123e-08,4.737263e+01,-4.905745e-08,5.234351e+01,-8.489447e-08,5.052080e+01,9.720000e+02
