depth,Ex_real,Ex_imag,Ey_real,Ey_imag,Ez_real,Ez_imag,Resistivity
-1.000000e+00,-3.025479e-08,4.737263e+01,-4.645177e-08,5.234351e+01,-7.815984e-08,5.052080e+01,1.580000e+03
-9.500000e-01,-3.106120e-08,4.737263e+01,-4.770527e-08,5.234351e+01,-8.039845e-08,5.052080e+01,1.580000e+03
-9.000000e-01,-3.254082e-08,4.737263e+01,-4.999032e-08,5.234351e+01,-8.443837e-08,5.052080e+01,1.580000e+03
-8.500000e-01,-3.543053e-08,4.737263e+01,-5.441850e-08,5.234351e+01,-9.217429e-08,5.052080e+01,1.580000e+03
-8.000000e-01,-4.151431e-08,4.737263e+01,-6.365434e-08,5.234351e+01,-1.080790e-07,5.052080e+01,1.580000e+03
-7.500000e-01,-5.554624e-08,4.737263e+01,-8.471372e-08,5.234351e+01,-1.437141e-07,5.052080e+01,1.580000e+03
-7.000000e-01,-9.172343e-08,4.737263e+01,-1.382458e-07,5.234351e+01,-2.323463e-07,5.052080e+01,1.580000e+03
-6.500000e-01,-1.985093e-07,4.737263e+01,-2.934991e-07,5.234351e+01,-4.824259e-07,5.052080e+01,1.580000e+03
-6.000000e-01,-5.681920e-07,4.737263e+01,-8.194043e-07,5.234351e+01,-1.300218e-06,5.052080e+01,1.580000e+03
-5.500000e-01,-2.082417e-06,4.737263e+01,-2.917947e-06,5.234351e+01,-4.415612e-06,5.052080e+01,1.580000e+03
-5.000000e-01,-8.333250e-06,4.737263e+01,-1.114516e-05,5.234351e+01,-1.522389e-05,5.052080e+01,1.580000e+03
-4.500000e-01,-1.676435e-05,4.737263e+01,-2.178032e-05,5.234351e+01,-2.553506e-05,5.052080e+01,1.580000e+03
-4.000000e-01,-1.974999e-05,4.737263e+01,-2.735744e-05,5.234351e+01,-3.403194e-05,5.052080e+01,1.580000e+03
-3.500000e-01,-2.044175e-05,4.737263e+01,-2.874269e-05,5.234351e+01,-3.770007e-05,5.052080e+01,1.580000e+03
-3.000000e-01,-2.062670e-05,4.737263e+01,-2.910750e-05,5.234351e+01,-3.868160e-05,5.052080e+01,1.580000e+03
-2.500000e-01,-2.068508e-05,4.737263e+01,-2.922041e-05,5.234351e+01,-3.897748e-05,5.052080e+01,1.580000e+03
-2.000000e-01,-2.070637e-05,4.737263e+01,-2.926086e-05,5.234351e+01,-3.908034e-05,5.052080e+01,1.580000e+03
-1.500000e-01,-2.071509e-05,4.737263e+01,-2.927719e-05,5.234351e+01,-3.912078e-05,5.052080e+01,1.580000e+03
-1.000000e-01,-2.071894e-05,4.737263e+01,-2.928436e-05,5.234351e+01,-3.913821e-05,5.052080e+01,1.580000e+03
-5.000000e-02,-2.072066e-05,4.737263e+01,-2.928757e-05,5.234351e+01,-3.914603e-05,5.052080e+01,1.580000e+03
0.000000e+00,-2.072126e-05,4.737263e+01,-2.928876e-05,5.234351e+01,-3.914918e-05,5.052080e+01,1.580000e+03
5.000000e-02,-2.072105e-05,4.737263e+01,-2.928857e-05,5.234351e+01,-3.914939e-05,5.052080e+01,1.580000e+03
1.000000e-01,-2.071992e-05,4.737263e+01,-2.928691e-05,5.234351e+01,-3.914677e-05,5.052080e+01,1.580000e+03
1.500000e-01,-2.071724e-05,4.737263e+01,-2.928286e-05,5.234351e+01,-3.913988e-05,5.052080e+01,1.580000e+03
2.000000e-01,-2.071129e-05,4.737263e+01,-2.927386e-05,5.234351e+01,-3.912451e-05,5.052080e+01,1.580000e+03
2.500000e-01,-2.069735e-05,4.737263e+01,-2.925296e-05,5.234351e+01,-3.908921e-05,5.052080e+01,1.580000e+03
3.000000e-01,-2.066122e-05,4.737263e+01,-2.919953e-05,5.234351e+01,-3.900080e-05,5.052080e+01,1.580000e+03
3.500000e-01,-2.055448e-05,4.737263e+01,-2.904434e-05,5.234351e+01,-3.875087e-05,5.052080e+01,1.580000e+03
4.000000e-01,-2.018482e-05,4.737263e+01,-2.851848e-05,5.234351e+01,-3.793317e-05,5.052080e+01,1.580000e+03
4.500000e-01,-1.867061e-05,4.737263e+01,-2.641996e-05,5.234351e+01,-3.481783e-05,5.052080e+01,1.580000e+03
5.000000e-01,-1.241978e-05,4.737263e+01,-1.819275e-05,5.234351e+01,-2.400958e-05,5.052080e+01,1.580000e+03
5.500000e-01,-3.988673e-06,4.737263e+01,-7.557595e-06,5.234351e+01,-1.369842e-05,5.052080e+01,1.580000e+03
6.000000e-01,-1.003022e-06,4.737263e+01,-1.980464e-06,5.234351e+01,-5.201506e-06,5.052080e+01,1.580000e+03
6.500000e-01,-3.112455e-07,4.737263e+01,-5.951822e-07,5.234351e+01,-1.533322e-06,5.052080e+01,1.580000e+03
7.000000e-01,-1.262662e-07,4.737263e+01,-2.303250e-07,5.234351e+01,-5.517111e-07,5.052080e+01,1.580000e+03
7.500000e-01,-6.784232e-08,4.737263e+01,-1.173401e-07,5.234351e+01,-2.556979e-07,5.052080e+01,1.580000e+03
8.000000e-01,-4.647780e-08,4.737263e+01,-7.677065e-08,5.234351e+01,-1.526278e-07,5.052080e+01,1.580000e+03
8.500000e-01,-3.765253e-08,4.737263e+01,-6.027076e-08,5.234351e+01,-1.118737e-07,5.052080e+01,1.580000e+03
9.000000e-01,-3.362385e-08,4.737263e+01,-5.283528e-08,5.234351e+01,-9.394559e-08,5.052080e+01,1.580000e+03
9.500000e-01,-3.162755e-08,4.737263e+01,-4.918993e-08,5.234351e+01,-8.533130e-08,5.052080e+01,1.580000e+03
1.000000e+00,-3.056887e-08,4.737263e+01,-4.727377e-08,5.234351e+01,-8.087853e-08,5.052080e+01,1.580000e+03
