depth,Ex_real,Ex_imag,Ey_real,Ey_imag,Ez_real,Ez_imag,Resistivity
-1.000000e+00,-3.023709e-08,4.737263e+01,-4.642390e-08,5.234351e+01,-7.810901e-08,5.052080e+01,1.602000e+03
-9.500000e-01,-3.103243e-08,4.737263e+01,-4.766019e-08,5.234351e+01,-8.031687e-08,5.052080e+01,1.602000e+03
-9.000000e-01,-3.249173e-08,4.737263e+01,-4.991385e-08,5.234351e+01,-8.430130e-08,5.052080e+01,1.602000e+03
-8.500000e-01,-3.534174e-08,4.737263e+01,-5.428121e-08,5.234351e+01,-9.193098e-08,5.052080e+01,1.602000e+03
-8.000000e-01,-4.134197e-08,4.737263e+01,-6.339019e-08,5.234351e+01,-1.076172e-07,5.052080e+01,1.602000e+03
-7.500000e-01,-5.518117e-08,4.737263e+01,-8.416032e-08,5.234351e+01,-1.427629e-07,5.052080e+01,1.602000e+03
-7.000000e-01,-9.086147e-08,4.737263e+01,-1.369571e-07,5.234351e+01,-2.301778e-07,5.052080e+01,1.602000e+03
-6.500000e-01,-1.961806e-07,4.737263e+01,-2.900781e-07,5.234351e+01,-4.768224e-07,5.052080e+01,1.602000e+03
-6.000000e-01,-5.607857e-07,4.737263e+01,-8.087599e-07,5.234351e+01,-1.283382e-06,5.052080e+01,1.602000e+03
-5.500000e-01,-2.054213e-06,4.737263e+01,-2.878479e-06,5.234351e+01,-4.355987e-06,5.052080e+01,1.602000e+03
-5.000000e-01,-8.219190e-06,4.737263e+01,-1.099270e-05,5.234351e+01,-1.501582e-05,5.052080e+01,1.602000e+03
-4.500000e-01,-1.653449e-05,4.737263e+01,-2.148178e-05,5.234351e+01,-2.518535e-05,5.052080e+01,1.602000e+03
-4.000000e-01,-1.947913e-05,4.737263e+01,-2.698229e-05,5.234351e+01,-3.356554e-05,5.052080e+01,1.602000e+03
-3.500000e-01,-2.016138e-05,4.737263e+01,-2.834852e-05,5.234351e+01,-3.718329e-05,5.052080e+01,1.602000e+03
-3.000000e-01,-2.034379e-05,4.737263e+01,-2.870832e-05,5.234351e+01,-3.815133e-05,5.052080e+01,1.602000e+03
-2.500000e-01,-2.040137e-05,4.737263e+01,-2.881968e-05,5.234351e+01,-3.844314e-05,5.052080e+01,1.602000e+03
-2.000000e-01,-2.042237e-05,4.737263e+01,-2.885958e-05,5.234351e+01,-3.854459e-05,5.052080e+01,1.602000e+03
-1.500000e-01,-2.043096e-05,4.737263e+01,-2.887568e-05,5.234351e+01,-3.858447e-05,5.052080e+01,1.602000e+03
-1.000000e-01,-2.043477e-05,4.737263e+01,-2.888274e-05,5.234351e+01,-3.860167e-05,5.052080e+01,1.602000e+03
-5.000000e-02,-2.043646e-05,4.737263e+01,-2.888591e-05,5.234351e+01,-3.860939e-05,5.052080e+01,1.602000e+03
0.000000e+00,-2.043705e-05,4.737263e+01,-2.888709e-05,5.234351e+01,-3.861249e-05,5.052080e+01,1.602000e+03
5.000000e-02,-2.043684e-05,4.737263e+01,-2.888690e-05,5.234351e+01,-3.861270e-05,5.052080e+01,1.602000e+03
1.000000e-01,-2.043573e-05,4.737263e+01,-2.888527e-05,5.234351e+01,-3.861011e-05,5.052080e+01,1.602000e+03
1.500000e-01,-2.043309e-05,4.737263e+01,-2.888127e-05,5.234351e+01,-3.860332e-05,5.052080e+01,1.602000e+03
